Art.code;Omschrijving;Brutoprijs;Korting;Nettoprijs;Per;Eenheid;Groepcode;Art.Fab.;Fabrikant;Type rooster;Breedte
6325951;VERBINDINGSSTANG HEFSCHUIF MACO 16,4X4  372740 TC EVO / L=1196 1225-1800;30.83;;15.41;1;st;1192;372740;MACO;;
6325952;VERBINDINGSSTANG HEFSCHUIF MACO 16,4X4  372741 TC EVO / L=1700 1730-2305;50.44;;25.22;1;st;1192;372741;MACO;;
6325953;VERBINDINGSSTANG HEFSCHUIF MACO  372742 TC EVO / L=2204MM 2275-2850;61.12;;30.56;1;st;1192;372742;MACO;;
6325954;VERBINDINGSSTANG HEFSCHUIF MACO 16,4X4  372743 TC EVO / L=2708 2740-3385;77.30;;38.65;1;st;1192;372743;MACO;;
6325957;TOEBEHOREN BOVENGELEIDING MACO Z/BOUT  105962 TC EVO / 68/28MM SCHEMA A-C;160.09;;80.04;1;st;1197;105962;MACO;;
6325996;MEERPUNTSSLUITING MACO KRUKBEDIEND K980  TC EVO PREMIUM DM55 PC92 GM890 2000X20MM;381.48;;152.59;1;st;111;236175;MACO;;
6326014;MEERPUNTSSLUITING MACO CILINDERBED.  TC EVO PREMIUM DM55 PC92 GM890 1750X20MM;364.20;;145.68;1;st;111;236149;MACO;;
6326016;MEERPUNTSSLUITING MACO CILINDERBED. K980  TC EVO PREMIUM DM55 PC92 GM890 2000X20MM;381.83;;152.73;1;st;111;236170;MACO;;
6326018;MEERPUNTSSLUITING MACO CILINDERBED.  TC EVO PREMIUM DM40 PC92 1050 2400X24/16;436.57;;174.63;1;st;111;236144;MACO;;
6326019;MEERPUNTSSLUITING MACO CIL.BED.SKG***  PREMIUM DM55 PC92 2400X20MM K+730 LS/RS;145.71;;58.28;1;st;111;235854;MACO;;
6326039;DEURSLOTMODULE MACO MET HO-BO  235970 TC EVO / F-350X24/16;130.03;;52.01;1;st;111;235970;MACO;;
6326041;VOORPLAATVERLENGSTUK MACO 1 I.S.  235419 TC EVO / B-TV 1950;23.05;;9.22;1;st;12210;235419;MACO;;
6326042;DICHTINGSBLOK HEFSCHUIF MET LIP MACO  DD88 TBV LOOPRAIL;7.92;;3.96;1;st;1194;94472;MACO;;
6326045;VERKORTSTUK MACO A/G/Z-TS  106000 TC EVO / F-50X20;16.57;;6.63;1;st;111;106000;MACO;;
6326051;TUSSENSTUK MACO A-TS MET 1MF-HO  235974 TC EVO / F-705X20;113.22;;45.29;1;st;1305;235974;MACO;;
6326082;KOPPELPLAATJE MACO MULTIMATIC  385100 TC-EVO;4.16;;1.66;1;st;12215;385100;MACO;;
6326100;HAAK-PEN SLUITPLAAT MACO  235532 TC EVO;22.50;;9.00;1;st;126;235532;MACO;;
6326101;HO-BO-SLUITKOM MACO HOUT STOMP SKG3  235539 TC EVO;23.70;;9.48;1;st;126;235539;MACO;;
6326113;SLUITPLAAT MACO MF-HO STOMP  235534 TC EVO / 12MM FLENS;54.40;;21.76;1;st;1223;235534;MACO;;
6326114;SLUITPLAAT MACO MF-HO STOMP  235535 TC EVO / 30MM FLENS;54.40;;21.76;1;st;1223;235535;MACO;;
6326125;PENSCHOOTSLUITPLAAT MACO  385046 TC EVO / LS/RS INFREES R=10;19.52;;7.81;1;st;1224;385046;MACO;;
6326142;SLUITPOT MACO HOUT STOMP  106002 TC EVO / 27MM;48.47;;19.39;1;st;1224;106002;MACO;;
6326143;VULRING MACO HOUT STOMP  385047 TC EVO / TBV SLUITPOT 27MM;6.04;;2.42;1;st;12215;385047;MACO;;
6326145;STOLPESPAGNOLET MACO 2MF-HO GM1.050  235737 TC EVO / FT28 13V LS (SKG-NL RS);424.77;;169.91;1;st;1222;235737;MACO;;
6326146;STOLPESPAGNOLET MACO HOUT SKG  235955 TC EVO / K730 RS U-28X8;424.77;;169.91;1;st;1222;235955;MACO;;
6326149;STOLPESPAGNOLET MACO 2MF-HO GM1.050  235736 TC EVO / FT28 13V RS (SKG-NL LS);424.77;;169.91;1;st;1222;235736;MACO;;
6326150;STOLPESPAGNOLET MACO HOUT SKG  235954 TC EVO / K730 LS U-28X8;424.77;;169.91;1;st;1222;235954;MACO;;
6326153;STOLPESPAGNOLET MACO 2MF-HO GM1.050 K605  235739 TC EVO / FT28 13V LS (SKG-NL RS);430.91;;172.36;1;st;1222;235739;MACO;;
6326154;STOLPESPAGNOLET MACO 2MF-HO GM1.050 K605  235957 TC EVO / FT28 13V LS (SKG-NL RS);430.91;;172.36;1;st;1222;235957;MACO;;
6326157;STOLPESPAGNOLET MACO 2MF-HO GM1.050 K605  235738 TC EVO / FT28 13V RS (SKG-NL LS);430.91;;172.36;1;st;1222;235738;MACO;;
6326158;STOLPESPAGNOLET MACO HOUT SKG  235956 TC EVO / K605 LS U-28X8;430.91;;172.36;1;st;1222;235956;MACO;;
6326161;STOLPESPAGNOLET MACO GM1.050  235735 TC EVO / K980 RS 13V FT28 U-8/28/;430.91;;172.36;1;st;1222;235735;MACO;;
6326162;STOLPESPAGNOLET MACO 2MF-HO GM1.050 K980  235951 TC EVO / FT28 13V LS (SKG-NL RS);430.91;;172.36;1;st;1222;235951;MACO;;
6326165;STOLPESPAGNOLET MACO GM1.050  235734 TC EVO / K980 LS 13V FT28 U-8/28/;430.91;;172.36;1;st;1222;235734;MACO;;
6326166;STOLPESPAGNOLET MACO 2MF-HO GM1.050 K980  235950 TC EVO / FT28 13V RS (SKG-NL LS);430.91;;172.36;1;st;1222;235950;MACO;;
6326180;STOLPEINDAFSLUITING MACO 425-150MM BG  235142 TC EVO / 13V SKG-RS U-28X8;69.35;;27.74;1;st;1229;235142;MACO;;
6326181;STOLPEINDAFSLUITING MACO 425-150MM BG  235141 TC EVO / 13V SKG-LS U-28X8;69.35;;27.74;1;st;1229;235141;MACO;;
6326182;EINDSLUITING MACO TBV STOLPESPAG. 425  235140 TC EVO / 13V FT28 U-8/28/8;69.35;;27.74;1;st;1223;235140;MACO;;
6326201;MEERPUNTSSLUITING MACO CILINDERBED. K730  TC EVO PREMIUM DM55 PC92 GH890 1750X20MM;417.74;;167.10;1;st;111;236105;MACO;;
6326202;MEERPUNTSSLUITING MACO CILINDERBED. K980  TC EVO PREMIUM DM55 PC92 GH890 2000X20MM;438.97;;175.59;1;st;111;236106;MACO;;
6326228;MEERPUNTSSLUITING MACO A-TS K730  TC EVO PREMIUM DM55 PC92 GH890 1750X20MM;771.78;;308.71;1;st;111;235997;MACO;;
6326229;MEERPUNTSSLUITING MACO A-TS K980  TC EVO PREMIUM DM55 PC92 GH890 2000X20MM;806.36;;322.54;1;st;111;235998;MACO;;
6326230;IS-SLUITPLAAT MACO 50MM VLAK  96335 / SPONNING 35MM;2.53;;1.01;1;st;1224;96335;MACO;;
6326231;PSK-HOEKOVERBRENGINGEN MACO S/PAS  105988 TC EVO / RS;185.60;;74.24;1;st;12211;105988;MACO;;
6326232;HOGE DEEL SKB S-SE MACO 2450  233148 TC EVO / GR. 2201-2450 4 I.S.;109.66;;43.86;1;st;12215;233148;MACO;;
6326233;PSK-VERBREDINGSDEEL SKB S-SE MACO  233139 TC EVO / GR. 901-1150 1 I.S.;77.11;;30.84;1;st;12210;233139;MACO;;
6326234;PSK-VERBREDINGSDEEL SKB S-SE MACO  233140 TC EVO / GR.1151-1400;85.69;;34.28;1;st;12210;233140;MACO;;
6326235;PSK-VERBREDINGSDEEL SKB S-SE MACO  233141 TC EVO / GR.1401-1650 2 I.S.;101.95;;40.78;1;st;12210;233141;MACO;;
6326236;DEURKRUK ELENA ROZET  MAT ZWART;36.15;;28.92;1;st;217;6326236;BURGHOUWT;;
6326237;DEURKR. HOEK 90 VERD SCHILD BL  RVS BASIC EN1906 KLASSE 4 7MM;41.72;;33.38;1;st;217;6326237;BURGHOUWT;;
6326243;DEURKRUK BANAAN  MESSING GETROMMELD;50.06;;40.05;1;st;217;6326243;BURGHOUWT;;
6326245;ROZET ROND VERDEKT KUNSTSTOF  MESSING GETROMMELD;17.61;;14.09;1;st;216;6326245;BURGHOUWT;;
6326248;ROZET ROND  VERDEKT KUNSTSTOF  MESSING GELAKT;19.46;;15.57;1;st;216;6326248;BURGHOUWT;;
6326249;DEURKRUK COURGETTE  CHROOM/ZWART;51.92;;41.54;1;st;211;6326249;BURGHOUWT;;
6326251;DEURKRUK PALMA  CHROOM/ZWART;65.83;;52.66;1;st;211;6326251;BURGHOUWT;;
6326252;DEURKRUK AGATHA OP ROZET  CHROOM/MAT NIKKEL NM;41.72;;33.38;1;st;217;6326252;BURGHOUWT;;
6326253;DEURKRUK GIUSSY OP ROZET  MAT NIKKEL NM;41.72;;33.38;1;st;217;6326253;BURGHOUWT;;
6326254;DEURKRUK BASTIAN OP ROND ROZET  CHROOM/NIKKEL MAT NM;41.72;;33.38;1;st;217;6326254;BURGHOUWT;;
6326255;DEURKRUK SYLVIA OP ROZET  CHROOM/MAT NIKKEL NM;40.80;;32.64;1;st;217;6326255;BURGHOUWT;;
6326256;ROZET ROND VERDEKT KUNSTSTOF  CHROOM;23.17;;18.54;1;st;216;6326256;BURGHOUWT;;
6326257;DEURKRUK TESSA  CHROOM MAT/EBBENHOUT;76.03;;60.82;1;st;211;6326257;BURGHOUWT;;
6326258;DEURKRUK MARLOES  CHROOM MAT/EBBENHOUT;98.29;;78.63;1;st;211;6326258;BURGHOUWT;;
6326259;ROZET VIERKANT  CHROOM MAT;21.32;;17.06;1;st;216;6326259;BURGHOUWT;;
6326260;ROZET ROND VERDEKT KUNSTSTOF  CHROOM MAT;23.17;;18.54;1;st;216;6326260;BURGHOUWT;;
6326261;DEURKRUK COURGETTE  NIKKEL/ZWART;51.92;;41.54;1;st;211;6326261;BURGHOUWT;;
6326262;DEURKRUK TON 222  NIKKEL/EBBENHOUT;97.35;;77.88;1;st;211;6326262;BURGHOUWT;;
6326263;ROZET VIERKANT  NIKKEL;20.40;;16.32;1;st;216;6326263;BURGHOUWT;;
6326264;ROZET KLAVERBLAD  NIKKEL;16.69;;13.35;1;st;216;6326264;BURGHOUWT;;
6326265;DEURKRUK SOPHIE  NIKKEL MAT;62.12;;49.70;1;st;211;6326265;BURGHOUWT;;
6326266;DEURKRUK TON 222  NIKKEL MAT/EBBENHOUT;97.35;;77.88;1;st;211;6326266;BURGHOUWT;;
6326267;DEURKRUK ANTONNET  NIKKEL MAT/EBBENHOUT;89.01;;71.21;1;st;211;6326267;BURGHOUWT;;
6326268;ROZET ROND VERDEKT  NIKKEL MAT;47.29;;37.83;1;st;216;6326268;BURGHOUWT;;
6326269;ROZET ELLIPS  NIKKEL MAT;36.15;;28.92;1;st;216;6326269;BURGHOUWT;;
6326270;DEURKRUK SIGAAR ROZET  MAT ZWART;60.26;;48.21;1;st;217;6326270;BURGHOUWT;;
6326271;DEURKRUK SOPHIE MAT ZWART  MAT ZWART;58.41;;46.73;1;st;211;6326271;BURGHOUWT;;
6326273;DEURKRUK BAU-STIL ROZET VIERK.  RVS 7MM NOK DUBBELGEV. STAAL;56.55;;45.24;1;st;217;6326273;BURGHOUWT;;
6326274;DEURKRUK JUPITER ROZET  RVS GEBORSTELD +RING+VEER;66.75;;53.40;1;st;217;6326274;BURGHOUWT;;
6326275;KNOPKRUK PADDESTOEL  RVS GEBORSTELD;51.92;;41.54;1;st;212;6326275;BURGHOUWT;;
6326276;DEURKRUK GOLFCLUB ROZET  RVS GEBORSTELD +RING+VEER;90.86;;72.69;1;st;217;6326276;BURGHOUWT;;
6326277;DEURKRUK STAF LANG  RVS GEBORSTELD +RING+VEER;84.37;;67.50;1;st;217;6326277;BURGHOUWT;;
6326278;DEURKRUK TON 212  RVS GEBORSTELD;82.52;;66.02;1;st;217;6326278;BURGHOUWT;;
6326279;DEURKRUK COMBINATIE ROZET  RVS GEBORSTELD/ZWART+RING+VEER;92.72;;74.18;1;st;217;6326279;BURGHOUWT;;
6326280;DEURKRUK BLOK ROZET VIERKANT  RVS GEBORSTELD;41.72;;33.38;1;st;217;6326280;BURGHOUWT;;
6326281;DEURKRUK VIERKANT ROZET  RVS GEBORSTELD VIERKANT;41.72;;33.38;1;st;217;6326281;BURGHOUWT;;
6326282;DEURKRUK LISA ROND ROZET BASIC  RVS GEBORSTELD 7MM NOK;22.24;;17.79;1;st;217;6326282;BURGHOUWT;;
6326283;DEURKRUK BLOK ROND ROZET BASIC  RVS GEBORSTELD 7MM NOK;22.24;;17.79;1;st;217;6326283;BURGHOUWT;;
6326284;DEURKRUK VLINDER ROND ROZET  RVS GEBORSTELD 7MM NOK BASIC;33.37;;26.70;1;st;217;6326284;BURGHOUWT;;
6326285;DEURKRUK JUPITER ROND ROZET  RVS GEBORSTELD 7MM NOK BASIC;36.15;;28.92;1;st;217;6326285;BURGHOUWT;;
6326286;DEURKRUK SABEL ROND ROZET  RVS GEBORSTELD 7MM NOK BASIC;47.29;;37.83;1;st;217;6326286;BURGHOUWT;;
6326287;DEURKRUK GIRONA ROND ROZET  RVS GEBORSTELD 7MM NOK BASIC;45.43;;36.34;1;st;217;6326287;BURGHOUWT;;
6326288;DEURKRUK ROND ROND ROZET KL 3  RVS GEBORSTELD 7MM NOK BASIC;22.24;;17.79;1;st;217;6326288;BURGHOUWT;;
6326289;DEURKRUK RECHT ROND ROZET KL 3  RVS GEBORSTELD 7MM NOK BASIC;22.24;;17.79;1;st;217;6326289;BURGHOUWT;;
6326290;KRUK HALF ROND 90° ROND KL 3  RVS GEBORSTELD 7MM NOK BASIC;22.24;;17.79;1;st;217;6326290;BURGHOUWT;;
6326291;KRUK LISA 90° ROND ROZET BASIC  RVS GEBORSTELD 7MM NOK;22.24;;17.79;1;st;217;6326291;BURGHOUWT;;
6326292;KRUK RECHTE HOEK 90° ROND KL 3  RVS GEBORSTELD 7MM NOK BASIC;22.24;;17.79;1;st;217;6326292;BURGHOUWT;;
6326293;SCHILD VERDEKT 220X42MM BLIND  RVS GEBORSTELD;41.72;;33.38;1;st;213;6326293;BURGHOUWT;;
6326294;ROZET PLAT VERDEKT  RVS GEBORSTELD;13.89;;11.11;1;st;216;6326294;BURGHOUWT;;
6326295;ROZET VIERKANT PLAT 42X42MM  RVS GEBORSTELD;10.20;;8.16;1;st;216;6326295;BURGHOUWT;;
6326296;ROZET ROND PLAT 42MM  RVS GEBORSTELD;10.20;;8.16;1;st;216;6326296;BURGHOUWT;;
6326297;SKG3 PC-VH-ROZET VERDEKT  RVS GEBORSTELD;49.14;;39.31;1;st;219;6326297;BURGHOUWT;;
6326298;SKG3 PC-VH-ROZET VIERKANT  RVS GEBORSTELD;53.77;;43.02;1;st;219;6326298;BURGHOUWT;;
6326299;DEURKRUK SIGAAR ROZET  NIGHT PVD;148.35;;118.68;1;st;217;6326299;BURGHOUWT;;
6326301;STANGENSET TBV KRUK-ESPAGNOLET  RVS GEBORSTELD 1245MM;133.52;;106.82;1;st;1101;6326301;BURGHOUWT;;
6326304;AFDEKPLAATJE BOUT VOORDEURKNOP  CHROOM MAT;15.75;;12.60;1;st;2112;6326304;BURGHOUWT;;
6326305;BELDRUKKER OVAAL  CHROOM MAT;32.44;;25.95;1;st;283;6326305;BURGHOUWT;;
6326307;TOCHTKLEP  CHROOM MAT;113.12;;90.50;1;st;281;6326307;BURGHOUWT;;
6326309;RAAMKRUK TON 222 AFSLUITBAAR  NIKKEL MAT OVAAL ROZET;124.24;;99.39;1;st;231;6326309;BURGHOUWT;;
6326310;GATDEEL RECHT  RVS GEBORSTELD;38.94;;31.15;1;st;211;6326310;BURGHOUWT;;
6326311;GATDEEL L-MODEL  RVS GEBORSTELD;38.01;;30.41;1;st;211;6326311;BURGHOUWT;;
6326312;GATDEEL L-RECHT MODEL  RVS GEBORSTELD TBV ESPAGNOLET;27.81;;22.25;1;st;211;6326312;BURGHOUWT;;
6326313;GATDEEL T-MODEL  RVS GEBORSTELD;38.01;;30.41;1;st;211;6326313;BURGHOUWT;;
6326314;GATDEEL L-MODEL RECHT  RVS GEBORSTELD;52.84;;42.27;1;st;211;6326314;BURGHOUWT;;
6326315;GATDEEL T-MODEL RECHT  RVS GEBORSTELD;52.84;;42.27;1;st;211;6326315;BURGHOUWT;;
6326316;SLEUTELPL ROND PLAT VERDEKT  RVS GEBORSTELD;6.49;;5.19;1;st;216;6326316;BURGHOUWT;;
6326317;SLEUTELPL VIERKANT PLAT VERD.  RVS GEBORSTELD-MAT ZWART;9.26;;7.41;1;st;216;6326317;BURGHOUWT;;
6326318;SLEUTELPLAATJES ROND STAAL  RVS GEBORSTELD 7MM NOK BASIC;5.55;;4.44;1;st;216;6326318;BURGHOUWT;;
6326319;PC-PLAATJES ROND STAAL + 7MM  RVS GEBORSTELD BASIC;5.55;;4.44;1;st;216;6326319;BURGHOUWT;;
6326320;TOILETSLUITING 8MM ROND STAAL  RVS GEBORSTELD 7MM NOK BASIC;26.89;;21.51;1;st;216;6326320;BURGHOUWT;;
6326322;VOORDEURKNOP VIERKANT VERKROPT  RVS GEBORSTELD;69.54;;55.63;1;st;2112;6326322;BURGHOUWT;;
6326324;TOCHTWERING RECHTHOEK  RVS GEBORSTELD;64.89;;51.91;1;st;281;6326324;BURGHOUWT;;
6326325;TOCHTWERING OVAAL  RVS GEBORSTELD;67.69;;54.15;1;st;281;6326325;BURGHOUWT;;
6326326;TOCHTWERING RECHTHOEK VERDEKT  RVS GEBORSTELD;106.63;;85.30;1;st;281;6326326;BURGHOUWT;;
6326328;HUISCIJFER NR. 3 150MM  RVS GEBORSTELD;18.54;;14.83;1;st;284;6326328;BURGHOUWT;;
6326329;HUISCIJFER NR. 4 150MM  RVS GEBORSTELD;18.54;;14.83;1;st;284;6326329;BURGHOUWT;;
6326330;HUISLETTER E 100MM  RVS GEBORSTELD;29.66;;23.73;1;st;284;6326330;BURGHOUWT;;
6326331;DEURGREEP PER STUK T HOH 200  RVS GEBORSTELD 300X65X20MM;37.09;;29.67;1;st;282;6326331;BURGHOUWT;;
6326332;DEURGREEP PER STUK U HOH 200  RVS GEBORSTELD 220X65X20MM;27.81;;22.25;1;st;282;6326332;BURGHOUWT;;
6326333;DEURSTOP VLOERMONTAGE 30MM  RVS GEBORSTELD;9.26;;7.41;1;st;281;6326333;BURGHOUWT;;
6326334;DEURSTOP WANDMONTAGE AFGEROND  RVS GEBORSTELD Ø32MM;12.97;;10.38;1;st;281;6326334;BURGHOUWT;;
6326335;DEURVASTZETTER M VOETREM GROOT  RVS GEBORSTELD 180X36MM;41.72;;33.38;1;st;171;6326335;BURGHOUWT;;
6326336;PICTOGRAM ROND WC DAMES/HEREN  RVS GEBORSTELD ZELFKLEVEND;9.26;;7.41;1;st;285;6326336;BURGHOUWT;;
6326337;INTERSTEEL SKG KIERSTANDHOUDER  RVS GEBORSTELD CURVE;46.35;;37.08;1;st;288;6326337;BURGHOUWT;;
6326339;OPVULBLOK 20MM VOOR KIERST.H.  RVS GEBORSTELD T.B.V.OPDEKDEUR;23.17;;18.54;1;st;288;6326339;BURGHOUWT;;
6326340;KRUK-ESPAGNOLET HUIS RECHTS  RVS GEBORSTELD INCL. MATERIAAL;127.95;;102.36;1;st;1101;6326340;BURGHOUWT;;
6326341;RAAMKRUK BASISPLAAT HALS Ø16MM  RVS GEBORSTELD;14.83;;11.86;1;st;232;6326341;BURGHOUWT;;
6326342;SLOTCONSTRUCTIE TBV RAAMKRUK  RVS GEBORSTELD;114.97;;91.98;1;st;232;6326342;BURGHOUWT;;
6326344;WC-SLUITING ROND  NIGHT PVD;66.75;;53.40;1;st;216;6326344;BURGHOUWT;;
6326346;VRIJ/BEZET PL. TBV WC-OVERSLAG  EMAILLE;27.81;;22.25;1;st;216;6326346;BURGHOUWT;;
6326347;BEVESTIGING TBV VOORDEURKNOP  M8/RVS EINDKAP;12.57;;10.06;1;st;2112;6326347;BURGHOUWT;;
6326349;WC-SLUITING 8MM ROND VERDEKT  MESSING GETROMMELD KUNSTSTOF;34.29;;27.43;1;st;216;6326349;BURGHOUWT;;
6326350;WC-SLUITING 8MM ROND VERDEKT  MESSING GELAKT KUNSTSTOF;36.15;;28.92;1;st;216;6326350;BURGHOUWT;;
6326351;WC-SLUITING 8MM VIERKANT  CHROOM MAT;41.72;;33.38;1;st;216;6326351;BURGHOUWT;;
6326352;WC-SLUITING 8MM ROND VERDEKT  CHROOM MAT KUNSTSTOF;43.57;;34.86;1;st;216;6326352;BURGHOUWT;;
6326353;WC-SLUITING 8MM VIERKANT  NIKKEL;40.80;;32.64;1;st;216;6326353;BURGHOUWT;;
6326355;WC-SLUITING 8MM ROND VERDEKT  NIKKEL MAT;66.75;;53.40;1;st;216;6326355;BURGHOUWT;;
6326356;WC-SLUITING 8MM VIERKANT  NIKKEL MAT;40.80;;32.64;1;st;216;6326356;BURGHOUWT;;
6326358;DEURKRUK RECHT VERD SCH WC63/8  7MM BASIC EN1906 KLASSE 4;54.69;;43.75;1;st;217;6326358;BURGHOUWT;;
6326359;DEURKRUK HOEK 90 VERD SCH SL56  7MM BASIC EN1906 KLASSE 4;41.72;;33.38;1;st;217;6326359;BURGHOUWT;;
6326360;DEURKRUK HOEK 90 VERD SCH PC72  7MM BASIC EN1906 KLASSE 4;41.72;;33.38;1;st;217;6326360;BURGHOUWT;;
6326361;WC-SLUITING 8MM ROND PLAT VERD  RVS GEBORSTELD;25.03;;20.02;1;st;216;6326361;BURGHOUWT;;
6326362;WC-SLUITING 8MM VIERK. L-VORM  RVS GEBORSTELD PLAT 42X42MM;28.74;;22.99;1;st;216;6326362;BURGHOUWT;;
6326363;WC-SLUITING 8MM T-VORM PLAT  RVS GEBORSTELD 42MM;28.74;;22.99;1;st;216;6326363;BURGHOUWT;;
6326364;WC-SLUITING 8MM ROND PLAT VERD  RVS GEBORSTELD-MAT ZWART;38.94;;31.15;1;st;216;6326364;BURGHOUWT;;
6326365;WC-SLUITING 8MM VIERK PLAT VER  RVS GEBORSTELD-MAT ZWART;38.94;;31.15;1;st;216;6326365;BURGHOUWT;;
6326366;VH ROZET MET KERNTREK SKG***  CHROOM MAT;145.57;;116.46;1;st;219;6326366;BURGHOUWT;;
6326367;GATDEEL R. NO.3 VIERKANT ROZET  RVS GEBORSTELD;63.97;;51.18;1;st;211;6326367;BURGHOUWT;;
6326368;GATDEEL R. NO.1 VIERKANT ROZET  RVS GEBORSTELD-MAT ZWART;66.75;;53.40;1;st;211;6326368;BURGHOUWT;;
6326369;GATDEEL RECHTS NO.2 OP ROZET  RVS GEBORSTELD-MAT ZWART;68.61;;54.89;1;st;211;6326369;BURGHOUWT;;
6326370;SCHILD VERDEKT 220X42MM SL56  RVS GEBORSTELD;41.72;;33.38;1;st;214;6326370;BURGHOUWT;;
6326371;SCHILD VERDEKT 220X42MM PC72  RVS GEBORSTELD;41.72;;33.38;1;st;214;6326371;BURGHOUWT;;
6326372;SCHILD VERDEKT 220X42MM WC63/8  RVS GEBORSTELD;52.84;;42.27;1;st;214;6326372;BURGHOUWT;;
6326373;SKG3 PC-VEILIGHEID-ROZET VERD  RVS GEBORSTELD KERNTREK;58.41;;46.73;1;st;219;6326373;BURGHOUWT;;
6326374;SKG3 PC-VEILIGHEID-ROZET VIERK  RVS GEBORSTELD KERNTREK;63.97;;51.18;1;st;219;6326374;BURGHOUWT;;
6326376;GATDEEL ROND  MESSING ONGELAKT;27.81;;22.25;1;st;211;6326376;BURGHOUWT;;
6326379;PC-PLAATJE VIERKANT VERLENGD  MESSING ONGELAKT;12.97;;10.38;1;st;216;6326379;BURGHOUWT;;
6326380;GATDEEL BANAAN  MESSING GETROMMELD;26.89;;21.51;1;st;211;6326380;BURGHOUWT;;
6326382;SLEUTELPLAATJE ROND VERDEKT  MESSING GETROMMELD KUNSTSTOF;9.26;;7.41;1;st;216;6326382;BURGHOUWT;;
6326383;PC-PLAATJE ROND VERDEKT  MESSING GETROMMELD KUNSTSTOF;9.26;;7.41;1;st;216;6326383;BURGHOUWT;;
6326385;SLEUTELPLAATJE ROND VERDEKT  MESSING GELAKT KUNSTSTOF;10.20;;8.16;1;st;216;6326385;BURGHOUWT;;
6326386;PC-PLAATJE ROND VERDEKT  MESSING GELAKT KUNSTSTOF;10.20;;8.16;1;st;216;6326386;BURGHOUWT;;
6326387;GATDEEL COURGETTE  CHROOM/ZWART;40.80;;32.64;1;st;211;6326387;BURGHOUWT;;
6326388;GATDEEL PALMA  CHROOM/ZWART;52.84;;42.27;1;st;211;6326388;BURGHOUWT;;
6326389;GATDEEL RECHTS AGATHA ROZET  CHROOM/MAT NIKKEL NM;33.37;;26.70;1;st;211;6326389;BURGHOUWT;;
6326390;GATDEEL RECHTS GIUSSY ROZET  MAT NIKKEL NM;33.37;;26.70;1;st;211;6326390;BURGHOUWT;;
6326391;GATDEEL R. BASTIAN ROND ROZET  CHROOM/NIKKEL MAT;33.37;;26.70;1;st;211;6326391;BURGHOUWT;;
6326392;GATDEEL RECHTS SYLVIA ROZET  CHROOM/MAT NIKKEL NM;21.32;;17.06;1;st;211;6326392;BURGHOUWT;;
6326393;SLEUTELPLAATJE  CHROOM/MAT NIKKEL NM;12.97;;10.38;1;st;216;6326393;BURGHOUWT;;
6326395;WC-SLUITING 8MM  CHROOM/MAT NIKKEL NM;24.09;;19.27;1;st;216;6326395;BURGHOUWT;;
6326396;GATDEEL TESSA  CHROOM MAT/EBBENHOUT;41.72;;33.38;1;st;211;6326396;BURGHOUWT;;
6326397;GATDEEL MARLOES  CHROOM MAT/EBBENHOUT;78.81;;63.05;1;st;211;6326397;BURGHOUWT;;
6326398;SLEUTELPLAATJE VIERKANT  CHROOM MAT;12.04;;9.63;1;st;216;6326398;BURGHOUWT;;
6326399;PC-PLAATJE VIERKANT VERLENGD  CHROOM MAT;15.75;;12.60;1;st;216;6326399;BURGHOUWT;;
6326400;SLEUTELPLAATJE ROND VERDEKT  CHROOM MAT KUNSTSTOF;11.12;;8.90;1;st;216;6326400;BURGHOUWT;;
6326401;PC-PLAATJE ROND VERDEKT  CHROOM MAT KUNSTSTOF;11.12;;8.90;1;st;216;6326401;BURGHOUWT;;
6326402;GATDEEL COURGETTE  NIKKEL/ZWART;40.80;;32.64;1;st;211;6326402;BURGHOUWT;;
6326403;GATDEEL MARLOES  NIKKEL/EBBENHOUT;78.81;;63.05;1;st;211;6326403;BURGHOUWT;;
6326404;GATDEEL TON 222  NIKKEL/EBBENHOUT;77.89;;62.31;1;st;211;6326404;BURGHOUWT;;
6326405;GATDEEL TON 400  NIKKEL/EBBENHOUT;77.89;;62.31;1;st;211;6326405;BURGHOUWT;;
6326406;SLEUTELPLAATJE VIERKANT  NIKKEL;12.04;;9.63;1;st;216;6326406;BURGHOUWT;;
6326407;PC-PLAATJE VIERKANT VERLENGD  NIKKEL;11.12;;8.90;1;st;216;6326407;BURGHOUWT;;
6326408;SLEUTELPLAATJE ROND VERDEKT  NIKKEL KUNSTSTOF;12.04;;9.63;1;st;216;6326408;BURGHOUWT;;
6326410;GATDEEL SOPHIE  NIKKEL MAT;50.06;;40.05;1;st;211;6326410;BURGHOUWT;;
6326411;GATDEEL MARLOES  NIKKEL MAT/EBBENHOUT;78.81;;63.05;1;st;211;6326411;BURGHOUWT;;
6326412;GATDEEL TON 222  NIKKEL MAT/EBBENHOUT;77.89;;62.31;1;st;211;6326412;BURGHOUWT;;
6326413;GATDEEL ANTONNET  NIKKEL MAT/EBBENHOUT;71.40;;57.12;1;st;211;6326413;BURGHOUWT;;
6326414;SLEUTELPLAATJE ROND VERDEKT  NIKKEL MAT;24.09;;19.27;1;st;216;6326414;BURGHOUWT;;
6326415;PC-PLAATJE ROND VERDEKT  NIKKEL MAT;24.09;;19.27;1;st;216;6326415;BURGHOUWT;;
6326416;SLEUTELPLAATJE VIERKANT  NIKKEL MAT;12.04;;9.63;1;st;216;6326416;BURGHOUWT;;
